ID,Data_Pub,Link,Titulo,Playlist,Views,Status,Aba,Local,Data_Extracao
HGgFYpMUBV8,,https://www.youtube.com/watch?v=HGgFYpMUBV8," Pedi pro ChatGPT me deixar RICO, olha o que ele fez",,339000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
vDy1CtNXSjM,,https://www.youtube.com/watch?v=vDy1CtNXSjM,How to double your money without doing anything - The SELIC rule at 15%,,645000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
um7UqQudAtU,,https://www.youtube.com/watch?v=um7UqQudAtU,Os 10 melhores cart�es de alta renda para ter em 2025 (atualizado),,438000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
wiyAHms-GAk,,https://www.youtube.com/watch?v=wiyAHms-GAk,O que eu faria se tivesse entre 20 e 30 anos hoje?,,141000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
tSqsG1XdcEM,,https://www.youtube.com/watch?v=tSqsG1XdcEM,Investing in the US (tax haven) to save taxes,,107000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
k4O6yhv6wrk,,https://www.youtube.com/watch?v=k4O6yhv6wrk,O melhor da crise: O que comprar com o efeito Donald Trump?,,176000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
DogHzqWjKVU,,https://www.youtube.com/watch?v=DogHzqWjKVU,Olha a besteira que o Trump acabou de fazer,,358000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Nuefkng3w9g,,https://www.youtube.com/watch?v=Nuefkng3w9g,"URGENTE: TAXA SELIC EM 14,25% O PONTO DE VIRADA. O QUE FAZER AGORA?",,174000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
jM-EQqxlskU,,https://www.youtube.com/watch?v=jM-EQqxlskU,A��es BARATAS que podem VALORIZAR 3x nos pr�ximos anos ,,243000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
n8hBPO-OQDE,,https://www.youtube.com/watch?v=n8hBPO-OQDE,"A verdadeira f�rmula da riqueza, se esforce o m�nimo!",,228000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
En1Ef6ras1E,,https://www.youtube.com/watch?v=En1Ef6ras1E,Fique RICO com a crise de 2025!,,693000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
PIrFAEZhXbM,,https://www.youtube.com/watch?v=PIrFAEZhXbM,3 ETFs QUE PAGAM DIVIDENDOS TODOS OS MESES EM D�LAR,,210000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
nitNVTXFQ_M,,https://www.youtube.com/watch?v=nitNVTXFQ_M,A crise PIOROU: 3 fiis para LUCRAR PESADO nesse momento,,265000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
4vsTgt17Rko,,https://www.youtube.com/watch?v=4vsTgt17Rko,As a��es mais baratas da bolsa nesse momento,,107000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
gMpO2fR4YGI,,https://www.youtube.com/watch?v=gMpO2fR4YGI,ONDE EU INVESTI EM JANEIRO? MINHA ESTRAT�GIA PARA 2025!,,117000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
XF4EQ9_NA1k,,https://www.youtube.com/watch?v=XF4EQ9_NA1k,Earnings Yield - O indicador dos sonhos?,,49000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
965N1-NyKzQ,,https://www.youtube.com/watch?v=965N1-NyKzQ,Quais foram os melhores investimentos de 2024?,,55000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Xovh06erQ7U,,https://www.youtube.com/watch?v=Xovh06erQ7U,Conselhos que fariam minha vida mais f�cil (se eu tivesse ouvido antes),,69000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Qpi5sGgoBG0,,https://www.youtube.com/watch?v=Qpi5sGgoBG0,O que comprar na crise para LUCRAR PESADO?,,234000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
DDq7ikimQa0,,https://www.youtube.com/watch?v=DDq7ikimQa0,FIIs em queda: Lascou tudo? Vou comprar agora?,,169000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
7b9oY_5qnZo,,https://www.youtube.com/watch?v=7b9oY_5qnZo,O maior trade da hist�ria: MicroStrategy,,90000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
U7qg8G5rBLM,,https://www.youtube.com/watch?v=U7qg8G5rBLM,"Bolsa despencando, d�lar nas alturas e agora? � o fim do Brasil?",,173000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
aja12kLTwiw,,https://www.youtube.com/watch?v=aja12kLTwiw,Como eu investi R$ 6 milh�es sem pagar nenhum centavo de imposto?,,139000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Xq71gnJODwo,,https://www.youtube.com/watch?v=Xq71gnJODwo,1� milh�o minha experi�ncia e 3 dicas para chegar nessa meta,,457000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
w1TjWFl5hns,,https://www.youtube.com/watch?v=w1TjWFl5hns,7 armadilhas financeiras que acabam com o seu dinheiro,,187000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
bnoYn7M5vN4,,https://www.youtube.com/watch?v=bnoYn7M5vN4,As empresas mais seguras da bolsa de valores para se investir,,106000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
BsB0StRwTAE,,https://www.youtube.com/watch?v=BsB0StRwTAE,Um brasileiro tem R$ 11 milh�es esquecidos no sistema. Verifique!,,30000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
4WCLaPAsmos,,https://www.youtube.com/watch?v=4WCLaPAsmos,Quando � um bom momento para comprar Bitcoin?,,41000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
wAyhfiCUzus,,https://www.youtube.com/watch?v=wAyhfiCUzus,4 li��es sobre dinheiro - A psicologia financeira,,306000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Zd_NEgw7heE,,https://www.youtube.com/watch?v=Zd_NEgw7heE,Finan�as para casais - Casais inteligentes enriquecem juntos,,103000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
3Qvl2ugV00U,,https://www.youtube.com/watch?v=3Qvl2ugV00U,Ainda � poss�vel viver de renda com R$ 1 milh�o no Brasil?,,233000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
I57R2Lr3mRE,,https://www.youtube.com/watch?v=I57R2Lr3mRE,O plano do meu aluno para se aposentar em 15 anos,,342000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
zRXtmrVRsKo,,https://www.youtube.com/watch?v=zRXtmrVRsKo,Quanto um YouTuber realmente ganha? Quanto eu ganho por m�s aqui no canal?,,127000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
OzJ786J3o24,,https://www.youtube.com/watch?v=OzJ786J3o24,Como Fazer O DINHEIRO CRESCER l 3 Fases das Finan�as Pessoais,,365000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
Q2n07Ar7dMc,,https://www.youtube.com/watch?v=Q2n07Ar7dMc,Por que o d�lar est� caindo? Vale a pena dolarizar agora?,,92000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
1x88WSixdOE,,https://www.youtube.com/watch?v=1x88WSixdOE,Como lucrar com o agroneg�cio com pouco dinheiro?,,74000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
rRom_hlUUyo,,https://www.youtube.com/watch?v=rRom_hlUUyo,"1/4 DE TUDO PARA CONSTRUIR FORTUNA, A TEORIA MAIS IMPORTANTE DA D�CADA",,167000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
7OvdCq7pmAM,,https://www.youtube.com/watch?v=7OvdCq7pmAM, URGENTE: Governo quer taxar fundos imobili�rios? Entenda esse absurdo!,,160000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
yWEzAPx6cHM,,https://www.youtube.com/watch?v=yWEzAPx6cHM,IBOVESPA EM QUEDA l Onde eu estou investindo para proteger o meu DINHEIRO?,,77000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
vF66pTiVqIM,,https://www.youtube.com/watch?v=vF66pTiVqIM,DESISTI DO MEU TRABALHO depois de aprender 2 coisas,,144000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
POszpSvKXrg,,https://www.youtube.com/watch?v=POszpSvKXrg,"SE VOC� TEM UM IM�VEL ALUGADO, VEJA ESSA CALCULADORA (Pre�o justo)",,45000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
hTYHDtGsh-k,,https://www.youtube.com/watch?v=hTYHDtGsh-k,5 metas para voc� mudar a sua vida ainda em 2024!,,75000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
UaJ5BREX1tU,,https://www.youtube.com/watch?v=UaJ5BREX1tU, 2 investimentos para quem quer COME�AR na bolsa de valores em 2024!,,70000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
9JNx30zGGAQ,,https://www.youtube.com/watch?v=9JNx30zGGAQ,FAZ SENTIDO INVESTIR EM BITCOIN EM 2023?,,53000,Sucesso,Playlist: Para assistir na televis�o,Desconhecido,
8kUNi5V2Cnw,,https://www.youtube.com/watch?v=8kUNi5V2Cnw,Governo volta atr�s no IOF - Para onde o Brasi est� caminhando?,,28000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
RpJ8nyS_3-A,,https://www.youtube.com/watch?v=RpJ8nyS_3-A,NOVA PAULADA no bolso do investidor: veja o que vai mudar!,,39000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
qlVnLhGngdQ,,https://www.youtube.com/watch?v=qlVnLhGngdQ,Os piores investimentos que n�s j� vimos,,24000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
ScPk_mjK8VE,,https://www.youtube.com/watch?v=ScPk_mjK8VE,Alerta de shutdown!!! A m�quina p�blica vai colapsar?,,44000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
R3rcNrr8epQ,,https://www.youtube.com/watch?v=R3rcNrr8epQ,NEW IOF RULES: what will change?,,126000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
exSi0EmLnTs,,https://www.youtube.com/watch?v=exSi0EmLnTs,Fim da guerra comercial entre China e EUA? Como isso afeta seus investimentos,,6200,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
TkaVJUcTgvw,,https://www.youtube.com/watch?v=TkaVJUcTgvw,"Crise Anunciada: Selic em 14,75% pode quebrar o Brasil?",,12000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
a8HE8c77o-M,,https://www.youtube.com/watch?v=a8HE8c77o-M,O fim da energia barata na Europa: entenda o que est� por vir,,8600,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
yKFwUiJAPMM,,https://www.youtube.com/watch?v=yKFwUiJAPMM,Como aproveitar a guerra comercial entre China e EUA?,,6800,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
3V6YARl_lco,,https://www.youtube.com/watch?v=3V6YARl_lco,Como rebalancear sua carteira em tempos dif�ceis,,13000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
-ejZI57dg10,,https://www.youtube.com/watch?v=-ejZI57dg10,Como se tornar um Consultor de Investimentos de sucesso,,9700,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
tpjBfsXd9t4,,https://www.youtube.com/watch?v=tpjBfsXd9t4,Como as novas tarifas de Trump podem impactar seus investimentos?,,15000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
flN2K-pZKjU,,https://www.youtube.com/watch?v=flN2K-pZKjU, TAXA��O DE DIVIDENDOS: o que vai acontecer com seus dividendos?!?,,3100,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
D5fnVgpJi88,,https://www.youtube.com/watch?v=D5fnVgpJi88," URGENTE: Selic Dispara Para 14,25%! E Agora?",,11000,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
6FdTEErhTf4,,https://www.youtube.com/watch?v=6FdTEErhTf4,Trump est� moldando um novo imp�rio americano?,,8500,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
pzCvw6qXGEs,,https://www.youtube.com/watch?v=pzCvw6qXGEs,Where to invest in 2025? What's worthwhile and what to avoid.,,5500,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
oqmnL-06w1k,,https://www.youtube.com/watch?v=oqmnL-06w1k,Trump and Brazil: Are We Prepared for the Economic Shocks?,,8200,Sucesso,Playlist: Lucros L�quidos - Podcast Semanal,Desconhecido,
Aywo9WZ-CP8,,https://www.youtube.com/watch?v=Aywo9WZ-CP8,Quanto eu faturei com o adsense em 2024?,,49000,Sucesso,Playlist: Especial de Natal 2024,Desconhecido,
vSvt97hYEj0,,https://www.youtube.com/watch?v=vSvt97hYEj0,O que a vida me ensinou em 2024! As li��es mais duras e necess�rias,,50000,Sucesso,Playlist: Especial de Natal 2024,Desconhecido,
xnXT1gJGSzI,,https://www.youtube.com/watch?v=xnXT1gJGSzI,TAXA SELIC EM 15% ONDE INVESTIR R$ 50 MIL PARA LUCAR PESADO?,,127000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
N_glQXW6oc4,,https://www.youtube.com/watch?v=N_glQXW6oc4,COME�OU AGORA: A maior transfer�ncia de riquezas da hist�ria,,298000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
0DdzccDImC0,,https://www.youtube.com/watch?v=0DdzccDImC0,A��es est�o de gra�a e os burros est�o comprando?,,198000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
GFzvrtk9bPY,,https://www.youtube.com/watch?v=GFzvrtk9bPY,A esquerda vai perder as elei��es? Por que os GRINGOS est�o investindo pesado no Brasil?,,124000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
nf3XcGZ0PNs,,https://www.youtube.com/watch?v=nf3XcGZ0PNs,Se voc� tem menos de R$ 5 milh�es assista esse v�deo,,260000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
y6_sEmtqTLE,,https://www.youtube.com/watch?v=y6_sEmtqTLE,O sinal definitivo: 77% do dinheiro americano est� em 10% das empresas,,213000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
xWbYRhIY-9w,,https://www.youtube.com/watch?v=xWbYRhIY-9w, URGENTE: Banco do Brasil tem resultado TENEBROSO no 2T25! A��es v�o afundar?,,152000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
2d8RUQPeDKg,,https://www.youtube.com/watch?v=2d8RUQPeDKg,7 tipos de investimento que voc� usa do jeito errado,,140000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
p-lCm-wTlEU,,https://www.youtube.com/watch?v=p-lCm-wTlEU,A��es baratas que v�o se valorizar na sa�da da CRISE,,180000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
GSkkaOEeZ3g,,https://www.youtube.com/watch?v=GSkkaOEeZ3g,3 passos para aumentar a sua RENTABILIDADE e tirar a sua carteira do vermelho,,144000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
GuunpX6hIVg,,https://www.youtube.com/watch?v=GuunpX6hIVg,Como se aposentar em 15 anos,,233000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
8l672y525Dk,,https://www.youtube.com/watch?v=8l672y525Dk,Como enganar o mercado financeiro e se dar bem?,,135000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
2o4spatUUNU,,https://www.youtube.com/watch?v=2o4spatUUNU,A verdade sobre o mercado financeiro (relato sincero depois de 13 anos investindo),,102000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
1wuV-w5Ge1I,,https://www.youtube.com/watch?v=1wuV-w5Ge1I,Os grandes investidores do Brasil est�o te fazendo de ot�rio,,136000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
NdpgOR0cYMA,,https://www.youtube.com/watch?v=NdpgOR0cYMA, Is the IPCA a lie? See how to really protect yourself from inflation!,,99000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
HGv4nYBWQhA,,https://www.youtube.com/watch?v=HGv4nYBWQhA,� melhor fazer reserva de oportunidade ou investir de uma vez?,,172000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
ltqLuLarfYg,,https://www.youtube.com/watch?v=ltqLuLarfYg,Chegou a hora de VENDER suas a��es? Proteja seu dinheiro na pr�xima crise,,120000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
LhdcCpqQqH0,,https://www.youtube.com/watch?v=LhdcCpqQqH0,"5 investimentos que PARECEM bons, mas na verdade s�o podres",,223000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
zutKibRtWkk,,https://www.youtube.com/watch?v=zutKibRtWkk,O mercado financeiro erra 95% das previs�es? A verdade sobre o artigo do UOL,,74000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
zKGnsDyvKn0,,https://www.youtube.com/watch?v=zKGnsDyvKn0,Chegou a hora de vender os banc�es? Risco de fal�ncia?,,392000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
PvNZMYASguA,,https://www.youtube.com/watch?v=PvNZMYASguA,RICOS EST�O FUGINDO? ONDE ELES EST�O INVESTINDO?,,68000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
mXwwQxZ-9Qk,,https://www.youtube.com/watch?v=mXwwQxZ-9Qk,Investir depois dos 40 ainda � poss�vel?,,235000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
vqpJm1hW59A,,https://www.youtube.com/watch?v=vqpJm1hW59A,Quanto de dinheiro � necess�rio para viver de renda e parar de trabalhar?,,127000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
Mz13HoS4Ipk,,https://www.youtube.com/watch?v=Mz13HoS4Ipk,Cuidado: Receita est� monitorando PIX e gastos no cart�o de cr�dito,,596000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
wQQ-AZO46_s,,https://www.youtube.com/watch?v=wQQ-AZO46_s,Fraude no Ita�? Que p*rra � essa?,,198000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
aP_wT1vUqnM,,https://www.youtube.com/watch?v=aP_wT1vUqnM,A bola da crise est� quicando: 3 oportunidades agressivas!,,259000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
kfwIaw3XAaQ,,https://www.youtube.com/watch?v=kfwIaw3XAaQ,"Americanas SUBINDO 300%, ainda da tempo de COMPRAR? An�lise",,72000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
lX8MKFn2sps,,https://www.youtube.com/watch?v=lX8MKFn2sps,Um experimento que pode mudar de VEZ a sua rentabilidade,,109000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
Q6c6wq3gq5g,,https://www.youtube.com/watch?v=Q6c6wq3gq5g,A estrat�gia simples que revoluciou a Bolsa de Valores (John Bogle e o Movimento Bogleheads),,106000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
q9isJayTO2Q,,https://www.youtube.com/watch?v=q9isJayTO2Q, O MERCADO VAI DESMORONAR? BLACKROCK E BUFFET VENDENDO,,89000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
xjTvtxQAmiM,,https://www.youtube.com/watch?v=xjTvtxQAmiM,"Tesouro Direto, CDB, LCI, LCA ou CRI: Qual � o Melhor? Compara��o e Calculadora de Renda Fixa",,140000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
uaFDrl3hPwk,,https://www.youtube.com/watch?v=uaFDrl3hPwk,Como eu come�aria a investir hoje?,,285000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
9W3wCQDFeus,,https://www.youtube.com/watch?v=9W3wCQDFeus,"Investi em uma a��o e a empresa QUEBROU, e agora?!  Cuidado com isso!",,43000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
QV5F_YH0bpM,,https://www.youtube.com/watch?v=QV5F_YH0bpM,Chegou a hora de vender todas as suas a��es? (Sell in may),,77000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
W8plUats8Y0,,https://www.youtube.com/watch?v=W8plUats8Y0,O ERRO B�SICO QUE DESTR�I A CARTEIRA DOS INVESTIDORES!,,130000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
PsQ0v-RNa1w,,https://www.youtube.com/watch?v=PsQ0v-RNa1w,Como se planejar para viver de renda depois dos 40?,,114000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
Fc7oiSnzIBc,,https://www.youtube.com/watch?v=Fc7oiSnzIBc, As 6 regras para SOBREVIVER na Bolsa de Valores!,,79000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
xuEUqe55JEU,,https://www.youtube.com/watch?v=xuEUqe55JEU,3 passos SIMPLES e F�CEIS para identificar uma boa empresa para investir!,,47000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
sEADPS0-eio,,https://www.youtube.com/watch?v=sEADPS0-eio,"Como um investidor ganha dinheiro com a��es? Dividendos, bonifica��o, valoriza��o e JSCP",,120000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
fTItG6aLUbc,,https://www.youtube.com/watch?v=fTItG6aLUbc,3 setores para investir com SEGURAN�A e LUCRAR (muito) com DIVIDENDOS!,,101000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
3WrRa5C53rA,,https://www.youtube.com/watch?v=3WrRa5C53rA,O MAIOR DESAFIO DOS INVESTIDORES DE LONGO PRAZO!,,54000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
sUhwGuYpujM,,https://www.youtube.com/watch?v=sUhwGuYpujM,Qual o MELHOR banco digital do BRASIL? [Ranking 2024],,204000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
sA7fk-KGD-c,,https://www.youtube.com/watch?v=sA7fk-KGD-c,Dividendos x Crescimento: O que faz mais sentido?,,102000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
IlIyH17x-bI,,https://www.youtube.com/watch?v=IlIyH17x-bI,3 truques COMPROVADOS para sair na frente dos outros investidores!,,61000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
4wlQkponCz4,,https://www.youtube.com/watch?v=4wlQkponCz4,A teoria do espelho retrovisor que vale BILH�ES DE D�LARES (como investir nas melhores a��es),,57000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
y2vvq8Tx54g,,https://www.youtube.com/watch?v=y2vvq8Tx54g,A estrat�gia para LUCRAR na bolsa que n�o querem que VOC� SAIBA!,,76000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
9BtnMwN9zfY,,https://www.youtube.com/watch?v=9BtnMwN9zfY,Por que a INFLA��O pode ser sua ALIADA na bolsa de valores?,,50000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
5En40dCxeWw,,https://www.youtube.com/watch?v=5En40dCxeWw,An�lise de Ciclo de Mercado: a CHAVE para PREVER TEND�NCIAS!,,66000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
8nVguFCnPNg,,https://www.youtube.com/watch?v=8nVguFCnPNg,7 erros bobos que todo investidor J� COMETEU ou VAI COMETER!,,71000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
DLzt-jatAsg,,https://www.youtube.com/watch?v=DLzt-jatAsg,COMO SAIR NA FRENTE DE 99% DAS PESSOAS (EM 1 SEMANA),,117000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
TLmowvoBFvI,,https://www.youtube.com/watch?v=TLmowvoBFvI, R$ 1 MILH�O: 4 investimentos de BAIXO RISCO para chegar l�!,,93000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
9uuwH4YUEZg,,https://www.youtube.com/watch?v=9uuwH4YUEZg, 3 investimentos AVAN�ADOS de Renda Fixa,,67000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
l9BYth8_SJQ,,https://www.youtube.com/watch?v=l9BYth8_SJQ,COMO SABER A HORA CERTA DE ENTRAR NA BOLSA? l GUIA AVAN�ADO,,53000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
3qZRekJVe6E,,https://www.youtube.com/watch?v=3qZRekJVe6E,O que � Taxa Private e por que os ricos ganham mais investindo?,,93000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
-DiaFBuVeMo,,https://www.youtube.com/watch?v=-DiaFBuVeMo,REVELADO: As 7 regras que levaram Warren Buffett ao BILH�O!,,39000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
TwRAAe25qcA,,https://www.youtube.com/watch?v=TwRAAe25qcA,N�o erre mais! Veja os 3 sinais de que sua carteira de investimentos est� saud�vel,,72000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
spY0cJ1hd4I,,https://www.youtube.com/watch?v=spY0cJ1hd4I,6 MITOS SOBRE INVESTIR NA BOLSA DE VALORES!,,55000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
bx-sTOSteRA,,https://www.youtube.com/watch?v=bx-sTOSteRA,"COMO CRIAR UMA CARTEIRA DE INVESTIMENTOS COM A��ES, FIIs e RENDA FIXA?",,1400000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
vqcSj9v2A-M,,https://www.youtube.com/watch?v=vqcSj9v2A-M,COMO ANALISAR A SUA PRIMEIRA A��O?,,48000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
iZQcONAnOts,,https://www.youtube.com/watch?v=iZQcONAnOts, 4 investimentos de BAIXO RISCO para chegar ao seu primeiro MILH�O!,,105000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
TFFb_IIkUWU,,https://www.youtube.com/watch?v=TFFb_IIkUWU, COMO ANALISAR UMA A��O? l 6 crit�rios definitivos para escolher uma empresa e investir,,92000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
hro2EndURgk,,https://www.youtube.com/watch?v=hro2EndURgk, 4 A��ES QUE TODO INVESTIDOR INICIANTE PRECISA CONHECER!,,68000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
1Ou6UZVvBEU,,https://www.youtube.com/watch?v=1Ou6UZVvBEU,Minha carteira de DIVIDENDOS: Hora de investir nas a��es que ca�ram BBSE3 e ITSA3,,56000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
Sq_ZfJkulYY,,https://www.youtube.com/watch?v=Sq_ZfJkulYY, 3 INVESTIMENTOS PARA INICIANTE NA BOLSA DE VALORES!,,25000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
tkI2XrbWL8E,,https://www.youtube.com/watch?v=tkI2XrbWL8E, A CARTEIRA DE INVESTIMENTOS MAIS SEGURA DO MUNDO,,29000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
zxdJO9RP20w,,https://www.youtube.com/watch?v=zxdJO9RP20w,8 FORMAS DE JUNTAR DINHEIRO R�PIDO!,,175000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
lmk6isdtiKo,,https://www.youtube.com/watch?v=lmk6isdtiKo,4 A��ES PARA SE APOSENTAR!,,183000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
3Z9m_b5NJUs,,https://www.youtube.com/watch?v=3Z9m_b5NJUs, LCI e LCA o que s�o e quais as vantagens de investir?,,21000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
cPw7F_IJze0,,https://www.youtube.com/watch?v=cPw7F_IJze0, TOP 3 INVESTIMENTOS DE RENDA FIXA QUE PODEM RENDER MAIS QUE A��ES!,,47000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
U3zuI4P6i10,,https://www.youtube.com/watch?v=U3zuI4P6i10,COMO CONQUISTAR A INDEPEND�NCIA FINANCEIRA EM 3 ANOS?,,31000,Sucesso,Playlist: Bolsa de Valores,Desconhecido,
